team,season,roster_name,name_norm,pos_roster,jersey,two_way,height_in,weight_lb,dob,age_at_season_start,player_id,match
MIA,2026-27,Nikola Jović,nikola jovic,F,5,False,82,240,2003-06-09,23,jovicni01,exact
MIA,2026-27,Pelle Larsson,pelle larsson,G,9,False,77,215,2001-02-23,25,larsspe01,exact
MIA,2026-27,Ryan Conwell,ryan conwell,G,4,False,75,220,2004-06-15,22,,none
MIA,2026-27,Simone Fontecchio,simone fontecchio,F,0,False,79,220,1995-12-09,30,fontesi01,exact
MIA,2026-27,Tim Hardaway Jr.,tim hardaway,G/F,10,False,77,205,1992-03-16,34,hardati02,exact
MIA,2026-27,Tre Donaldson,tre donaldson,G,24,True,74,210,2003-12-11,22,,none
MIA,2026-27,Vladislav Goldin,vladislav goldin,C,50,True,84,255,2001-05-12,25,goldivl01,exact
MIL,2026-27,A. J. Green,aj green,G,20,False,76,190,1999-09-27,27,greenaj01,exact
MIL,2026-27,Bogoljub Marković,bogoljub markovic,F,23,False,83,210,2005-07-12,21,,none
MIL,2026-27,Brayden Burries,brayden burries,G,0,False,76,205,2005-09-18,21,,none
MIL,2026-27,Caris LeVert,caris levert,G,12,False,79,205,1994-08-25,32,leverca01,exact
MIL,2026-27,Cormac Ryan,cormac ryan,G,30,True,77,205,1998-10-26,27,ryanco01,exact
MIL,2026-27,Gary Trent Jr.,gary trent,G,5,False,77,204,1999-01-18,27,trentga02,exact
MIL,2026-27,Jaime Jaquez Jr.,jaime jaquez,G/F,24,False,78,225,2001-02-18,25,jaqueja01,exact
MIL,2026-27,Jericho Sims,jericho sims,C,0,False,82,250,1998-10-20,28,simsje01,exact
MIL,2026-27,Kam Jones,kam jones,G,39,True,76,200,2002-02-25,24,joneska03,exact
MIL,2026-27,Kasparas Jakučionis,kasparas jakucionis,G,25,False,77,200,2006-05-29,20,jakucka01,exact
MIL,2026-27,Kel'el Ware,kelel ware,C,9,False,84,230,2004-04-20,22,wareke01,exact
MIL,2026-27,Kevin Porter Jr.,kevin porter,G/F,7,False,77,203,2000-05-04,26,porteke02,exact
MIL,2026-27,Kyle Kuzma,kyle kuzma,F,18,False,80,221,1995-07-24,31,kuzmaky01,exact
MIL,2026-27,Myles Turner,myles turner,F/C,3,False,83,250,1996-03-24,30,turnemy01,exact
MIL,2026-27,Nate Ament,nate ament,F,15,False,82,207,2006-12-10,19,,none
MIL,2026-27,Ousmane Dieng,ousmane dieng,F,21,False,81,185,2003-05-21,23,diengou01,exact
MIL,2026-27,Pete Nance,pete nance,F,35,False,81,225,2000-02-19,26,nancepe01,exact
MIL,2026-27,Ryan Rollins,ryan rollins,G,13,False,75,180,2002-07-03,24,rolliry01,exact
MIL,2026-27,Tyler Herro,tyler herro,G,11,False,77,195,2000-01-20,26,herroty01,exact
MIN,2026-27,Anthony Edwards,anthony edwards,G,5,False,76,225,2001-08-05,25,edwaran01,exact
MIN,2026-27,Ayo Dosunmu,ayo dosunmu,G,13,False,76,200,2000-01-17,26,dosunay01,exact
MIN,2026-27,Bones Hyland,bones hyland,G,8,False,74,169,2000-09-14,26,hylanbo01,exact
MIN,2026-27,Cody Williams,cody williams,F,9,False,80,190,2004-11-20,21,willico04,exact
MIN,2026-27,Donte DiVincenzo,donte divincenzo,G,0,False,76,203,1997-01-31,29,divindo01,exact
MIN,2026-27,Enrique Freeman,enrique freeman,F,25,True,81,220,2000-07-29,26,freemen01,exact
MIN,2026-27,Isaiah Evans,isaiah evans,F,33,False,78,180,2005-12-06,20,,none
MIN,2026-27,Jaden McDaniels,jaden mcdaniels,F,3,False,81,185,2000-09-29,26,mcdanja02,exact
MIN,2026-27,Jaylen Clark,jaylen clark,G,7,False,77,205,2001-10-13,25,clarkja02,exact
MIN,2026-27,Joan Beringer,joan beringer,C,19,False,83,230,2006-11-11,19,berinjo01,exact
MIN,2026-27,Jonathan Kuminga,jonathan kuminga,F,24,False,79,225,2002-10-06,24,kuminjo01,exact
MIN,2026-27,LaMelo Ball,lamelo ball,G,1,False,79,180,2001-08-22,25,ballla01,exact
MIN,2026-27,Rocco Zikarsky,rocco zikarsky,C,44,True,87,227,2006-07-11,20,zikarro01,exact
MIN,2026-27,Rudy Gobert,rudy gobert,C,27,False,85,258,1992-06-26,34,goberru01,exact
MIN,2026-27,Terrence Shannon Jr.,terrence shannon,G/F,4,False,78,215,2000-07-30,26,shannte01,exact
MIN,2026-27,Trey Lyles,trey lyles,F,41,False,81,234,1995-11-05,30,lylestr01,exact
MIN,2026-27,Zyon Pullin,zyon pullin,G,15,True,76,206,2001-03-03,25,pullizy01,exact
NOP,2026-27,Bryce McGowens,bryce mcgowens,G,11,False,78,190,2002-11-08,23,mcgowbr01,exact
NOP,2026-27,Christian Koloko,christian koloko,C,35,False,83,225,2000-06-20,26,kolokch01,exact
NOP,2026-27,DeAndre Jordan,deandre jordan,C,6,False,83,265,1988-07-21,38,jordade01,exact
NOP,2026-27,Dejounte Murray,dejounte murray,G,5,False,76,180,1996-09-19,30,murrade01,exact
NOP,2026-27,Derik Queen,derik queen,C,22,False,81,250,2004-11-27,21,queende01,exact
NOP,2026-27,Herbert Jones,herbert jones,F,2,False,79,206,1998-10-06,28,joneshe01,exact
NOP,2026-27,Jaron Pierre Jr.,jaron pierre,G,10,True,77,210,2002-07-12,24,,none
NOP,2026-27,Jeremiah Fears,jeremiah fears,G,0,False,75,190,2006-10-14,20,fearsje01,exact
NOP,2026-27,Jordan Poole,jordan poole,G,3,False,76,194,1999-06-19,27,poolejo01,exact
NOP,2026-27,Karlo Matković,karlo matkovic,F/C,17,False,82,231,2001-03-30,25,matkoka01,exact
NOP,2026-27,Kobe Bufkin,kobe bufkin,G,9,False,76,195,2003-09-21,23,bufkiko01,exact
NOP,2026-27,Malik Dia,malik dia,F,8,True,81,250,2004-02-04,22,,none
NOP,2026-27,Saddiq Bey,saddiq bey,G/F,41,False,80,215,1999-04-09,27,beysa01,exact
NOP,2026-27,Taj Gibson,taj gibson,C,67,False,81,232,1985-06-24,41,gibsota01,exact
NOP,2026-27,Trendon Watford,trendon watford,F,12,False,80,245,2000-09-09,26,watfotr01,exact
NOP,2026-27,Trey Murphy III,trey murphy,F,25,False,80,206,2000-06-18,26,murphtr02,exact
NOP,2026-27,Yves Missi,yves missi,C,21,False,83,235,2004-05-14,22,missiyv01,exact
NOP,2026-27,Zion Williamson,zion williamson,F,1,False,78,284,2000-07-06,26,willizi01,exact
NYK,2026-27,Andre Drummond,andre drummond,C,0,False,83,279,1993-08-10,33,drumman01,exact
NYK,2026-27,Jalen Brunson,jalen brunson,G,11,False,74,190,1996-08-31,30,brunsja01,exact
NYK,2026-27,Jordan Clarkson,jordan clarkson,G,0,False,77,194,1992-06-07,34,clarkjo01,exact
NYK,2026-27,Jose Alvarado,jose alvarado,G,5,False,72,179,1998-04-12,28,alvarjo01,exact
NYK,2026-27,Josh Hart,josh hart,F,3,False,77,215,1995-03-06,31,hartjo01,exact
NYK,2026-27,Karl-Anthony Towns,karl anthony towns,F/C,32,False,84,248,1995-11-15,30,townska01,exact
NYK,2026-27,Landry Shamet,landry shamet,G,44,False,77,190,1997-03-13,29,shamela01,exact
NYK,2026-27,Mikal Bridges,mikal bridges,G/F,25,False,78,209,1996-08-30,30,bridgmi01,exact
NYK,2026-27,Miles McBride,miles mcbride,G,2,False,74,195,2000-09-08,26,mcbrimi01,exact
NYK,2026-27,Mohamed Diawara,mohamed diawara,F,51,False,81,225,2005-04-29,21,diawamo01,exact
NYK,2026-27,OG Anunoby,og anunoby,F,8,False,79,240,1997-07-17,29,anunoog01,exact
NYK,2026-27,Pacôme Dadiet,pacome dadiet,F,4,False,81,210,2005-07-27,21,dadiepa01,exact
NYK,2026-27,Tyler Kolek,tyler kolek,G,13,False,74,195,2001-03-27,25,kolekty01,exact
NYK,2026-27,Tyler Nickel,tyler nickel,F,55,False,79,220,2003-09-05,23,,none
OKC,2026-27,Aday Mara,aday mara,C,15,False,87,255,2005-04-07,21,,none
OKC,2026-27,Ajay Mitchell,ajay mitchell,G,25,False,76,205,2002-06-25,24,mitchaj01,exact
OKC,2026-27,Alex Caruso,alex caruso,G,9,False,77,187,1994-02-28,32,carusal01,exact
OKC,2026-27,Bennett Stirtz,bennett stirtz,G,14,False,76,190,2003-10-03,23,,none
OKC,2026-27,Brooks Barnhizer,brooks barnhizer,G,23,True,78,227,2002-03-02,24,barnhbr01,exact
OKC,2026-27,Cason Wallace,cason wallace,G,22,False,76,200,2003-11-07,22,wallaca01,exact
OKC,2026-27,Chet Holmgren,chet holmgren,F/C,7,False,85,213,2002-05-01,24,holmgch01,exact
OKC,2026-27,Isaiah Hartenstein,isaiah hartenstein,F/C,55,False,84,267,1998-05-05,28,harteis01,exact
OKC,2026-27,Jalen Williams,jalen williams,F,8,False,78,220,2001-04-14,25,willija06,exact
OKC,2026-27,Jared McCain,jared mccain,G,3,False,75,195,2004-02-20,22,mccaija01,exact
OKC,2026-27,Jaylin Williams,jaylin williams,F,6,False,81,241,2002-06-29,24,willija07,exact
OKC,2026-27,Josh Dix,josh dix,G,21,True,78,210,2004-06-29,22,,none
OKC,2026-27,Kenrich Williams,kenrich williams,G/F,34,False,79,207,1994-12-02,31,willike04,exact
OKC,2026-27,Nikola Topić,nikola topic,G,44,False,78,218,2005-08-10,21,topicni01,exact
OKC,2026-27,Otega Oweh,otega oweh,G,13,True,76,215,2003-06-21,23,,none
OKC,2026-27,Shai Gilgeous-Alexander,shai gilgeous alexander,G,2,False,78,200,1998-07-12,28,gilgesh01,exact
OKC,2026-27,Thomas Sorber,thomas sorber,C,12,False,81,268,2005-12-25,20,,none
ORL,2026-27,Alex Morales,alex morales,G,30,True,78,210,1997-11-21,28,moralal01,exact
ORL,2026-27,Anthony Black,anthony black,G,0,False,79,200,2004-01-24,22,blackan01,exact
ORL,2026-27,Colin Castleton,colin castleton,C,14,True,82,250,2000-05-25,26,castlco01,exact
ORL,2026-27,Desmond Bane,desmond bane,G,3,False,78,215,1998-06-25,28,banede01,exact
ORL,2026-27,Franz Wagner,franz wagner,F,22,False,82,220,2001-08-27,25,wagnefr01,exact
ORL,2026-27,Goga Bitadze,goga bitadze,C,35,False,83,250,1999-07-20,27,bitadgo01,exact
ORL,2026-27,Izaiyah Nelson,izaiyah nelson,F,25,True,82,218,2003-10-01,23,,none
ORL,2026-27,Jalen Suggs,jalen suggs,G,4,False,77,205,2001-06-03,25,suggsja01,exact
ORL,2026-27,Jamal Cain,jamal cain,F,8,False,79,191,1999-03-20,27,cainja01,exact
ORL,2026-27,Jase Richardson,jase richardson,G,11,False,73,180,2005-10-16,21,richaja02,exact
ORL,2026-27,Jevon Carter,jevon carter,G,2,False,72,200,1995-09-14,31,carteje01,exact
ORL,2026-27,Jonathan Isaac,jonathan isaac,F,1,False,82,230,1997-10-03,29,isaacjo01,exact
ORL,2026-27,Nikola Vučević,nikola vucevic,C,9,False,81,265,1990-10-24,35,vucevni01,exact
ORL,2026-27,Noah Penda,noah penda,G/F,93,False,79,215,2005-01-07,21,pendano01,exact
ORL,2026-27,Paolo Banchero,paolo banchero,F,5,False,82,250,2002-11-12,23,banchpa01,exact
ORL,2026-27,Tristan da Silva,tristan da silva,F,23,False,80,217,2001-05-15,25,dasiltr01,exact
ORL,2026-27,Wendell Carter Jr.,wendell carter,C,34,False,82,270,1999-04-16,27,cartewe01,exact
PHI,2026-27,Adem Bona,adem bona,F/C,30,False,82,235,2003-03-28,23,bonaad01,exact
PHI,2026-27,Anfernee Simons,anfernee simons,G,5,False,75,200,1999-06-08,27,simonan01,exact
PHI,2026-27,Ariel Hukporti,ariel hukporti,C,55,False,84,246,2002-04-12,24,hukpoar01,exact
PHI,2026-27,Caleb Love,caleb love,G,9,True,75,212,2001-09-27,25,loveca01,exact
PHI,2026-27,Dean Wade,dean wade,F,45,False,81,228,1996-11-20,29,wadede01,exact
PHI,2026-27,Dominick Barlow,dominick barlow,F,25,False,81,224,2003-05-26,23,barlodo01,exact
PHI,2026-27,Jabari Walker,jabari walker,F,33,False,79,237,2002-07-30,24,walkeja01,exact
PHI,2026-27,Jaylen Brown,jaylen brown,G/F,7,False,78,223,1996-10-24,29,brownja02,exact
PHI,2026-27,Joel Embiid,joel embiid,C,21,False,84,270,1994-03-16,32,embiijo01,exact
PHI,2026-27,Justin Edwards,justin edwards,F,11,False,79,217,2003-12-16,22,edwarju01,exact
PHI,2026-27,Kentavious Caldwell-Pope,kentavious caldwell pope,G,1,False,77,204,1993-02-18,33,caldwke01,exact
PHI,2026-27,Labaron Philon Jr.,labaron philon,G,0,False,76,177,2005-11-24,20,,none
PHI,2026-27,LeBron James,lebron james,F,23,False,81,250,1984-12-30,41,jamesle01,exact
PHI,2026-27,Rayan Rupert,rayan rupert,G/F,12,True,79,205,2004-05-21,22,ruperra01,exact
PHI,2026-27,Tyrese Maxey,tyrese maxey,G,0,False,74,200,2000-10-04,26,maxeyty01,exact
PHI,2026-27,V. J. Edgecombe,vj edgecombe,G,77,False,76,190,2005-07-30,21,edgecvj01,exact
PHO,2026-27,C. J. Huntley,cj huntley,F,21,True,83,230,2002-01-06,24,huntlcj01,exact
PHO,2026-27,Collin Gillespie,collin gillespie,G,12,False,73,195,1999-06-25,27,gilleco01,exact
PHO,2026-27,Devin Booker,devin booker,G,15,False,77,206,1996-10-30,29,bookede01,exact
PHO,2026-27,Dillon Brooks,dillon brooks,G/F,3,False,79,225,1996-01-22,30,brookdi01,exact
PHO,2026-27,Haywood Highsmith,haywood highsmith,F,19,False,77,220,1996-12-09,29,highsha01,exact
PHO,2026-27,Jalen Green,jalen green,G,4,False,76,186,2002-02-09,24,greenja05,exact
PHO,2026-27,Jamaree Bouyea,jamaree bouyea,G,17,False,74,180,1999-06-27,27,bouyeja01,exact
PHO,2026-27,Jordan Goodwin,jordan goodwin,G,23,False,75,215,1998-10-23,27,goodwjo01,exact
PHO,2026-27,Khaman Maluach,khaman maluach,C,10,False,85,250,2006-09-14,20,maluakh01,exact
PHO,2026-27,Koa Peat,koa peat,F,18,False,80,235,2007-01-20,19,,none
PHO,2026-27,Koby Brea,koby brea,G,14,True,77,215,2002-11-06,23,breako01,exact
PHO,2026-27,Luke Kennard,luke kennard,G,8,False,77,206,1996-06-24,30,kennalu01,exact
PHO,2026-27,Mark Williams,mark williams,C,25,False,85,240,2001-12-16,24,willima07,exact
PHO,2026-27,Miles Bridges,miles bridges,F,22,False,79,225,1998-03-21,28,bridgmi02,exact
PHO,2026-27,Oso Ighodaro,oso ighodaro,F,11,False,83,235,2002-07-14,24,ighodos01,exact
PHO,2026-27,Pat Spencer,pat spencer,G,61,True,74,205,1996-07-04,30,spencpa01,exact
PHO,2026-27,Rasheer Fleming,rasheer fleming,F,20,False,81,240,2004-07-10,22,flemira01,exact
PHO,2026-27,Ryan Dunn,ryan dunn,F,0,False,79,216,2003-01-07,23,dunnry01,exact
POR,2026-27,Branden Carlson,branden carlson,C,10,False,84,220,1999-06-14,27,carlsbr01,exact
POR,2026-27,Chris Youngblood,chris youngblood,G,11,True,76,220,2002-02-09,24,youngch01,exact
POR,2026-27,Damian Lillard,damian lillard,G,0,False,74,200,1990-07-15,36,lillada01,exact
POR,2026-27,Deni Avdija,deni avdija,F,8,False,80,228,2001-01-03,25,avdijde01,exact
POR,2026-27,Donovan Clingan,donovan clingan,C,23,False,86,280,2004-02-23,22,clingdo01,exact
POR,2026-27,Hansen Yang,hansen yang,C,16,False,85,270,2005-06-26,21,,none
POR,2026-27,Ja Morant,ja morant,G,1,False,74,174,1999-08-10,27,moranja01,exact
POR,2026-27,Jayson Kent,jayson kent,F,29,True,80,215,2002-02-03,24,kentja01,exact
POR,2026-27,Jeremy Sochan,jeremy sochan,F,4,False,80,230,2003-05-20,23,sochaje01,exact
POR,2026-27,John Tonje,john tonje,G,2,True,76,218,2001-04-23,25,tonjejo01,exact
POR,2026-27,Jrue Holiday,jrue holiday,G,5,False,76,220,1990-06-12,36,holidjr01,exact
POR,2026-27,Micah Potter,micah potter,F/C,9,False,81,248,1998-04-06,28,pottemi01,exact
POR,2026-27,Robert Williams III,robert williams,F/C,35,False,81,249,1997-10-17,29,williro04,exact
POR,2026-27,Scoot Henderson,scoot henderson,G,0,False,75,207,2004-02-03,22,hendesc01,exact
POR,2026-27,Shaedon Sharpe,shaedon sharpe,G,17,False,77,210,2003-05-30,23,sharpsh01,exact
POR,2026-27,Sidy Cissoko,sidy cissoko,G,91,False,78,220,2004-04-02,22,cissosi01,exact
POR,2026-27,Toumani Camara,toumani camara,F,33,False,79,230,2000-05-08,26,camarto01,exact
POR,2026-27,Vít Krejčí,vit krejci,G,27,False,80,195,2000-06-19,26,krejcvi01,exact
SAC,2026-27,Adam Flagler,adam flagler,G,20,True,73,180,1999-12-01,26,flaglad01,exact
SAC,2026-27,Alex Karaban,alex karaban,F,33,False,80,220,2002-11-11,23,,none
SAC,2026-27,Daeqwon Plowden,daeqwon plowden,G/F,29,False,76,216,1998-08-29,28,plowdda01,exact
SAC,2026-27,Darius Acuff Jr.,darius acuff,G,5,False,74,190,2006-11-16,19,,none
SAC,2026-27,De'Andre Hunter,deandre hunter,G/F,15,False,79,221,1997-12-02,28,huntede01,exact
SAC,2026-27,Domantas Sabonis,domantas sabonis,F/C,11,False,82,240,1996-05-03,30,sabondo01,exact
SAC,2026-27,Dylan Cardwell,dylan cardwell,C,32,False,82,255,2001-12-16,24,cardwdy01,exact
SAC,2026-27,Emanuel Sharp,emanuel sharp,G,34,False,75,210,2004-03-07,22,,none
SAC,2026-27,Jonathan Mogbo,jonathan mogbo,F,22,True,81,225,2001-10-29,24,mogbojo01,exact
SAC,2026-27,Keegan Murray,keegan murray,F,13,False,80,225,2000-08-19,26,murrake02,exact
SAC,2026-27,Malik Monk,malik monk,G,0,False,75,200,1998-02-04,28,monkma01,exact
SAC,2026-27,Maxime Raynaud,maxime raynaud,C,42,False,85,250,2003-04-07,23,raynama01,exact
SAC,2026-27,Nique Clifford,nique clifford,G,10,False,77,175,2002-02-09,24,cliffni01,exact
SAC,2026-27,Precious Achiuwa,precious achiuwa,F,9,False,80,243,1999-09-19,27,achiupr01,exact
SAC,2026-27,Zach LaVine,zach lavine,G,8,False,77,200,1995-03-10,31,lavinza01,exact
SAS,2026-27,Carter Bryant,carter bryant,F,11,False,78,220,2005-11-26,20,bryanca01,exact
SAS,2026-27,David Jones García,david jones garcia,G,25,True,76,210,2001-11-24,24,jonesda06,exact
SAS,2026-27,De'Aaron Fox,deaaron fox,G,4,False,75,185,1997-12-20,28,foxde01,exact
SAS,2026-27,Devin Vassell,devin vassell,G/F,24,False,77,200,2000-08-23,26,vassede01,exact
SAS,2026-27,Dylan Harper,dylan harper,G,2,False,77,215,2006-03-02,20,harpedy01,exact
SAS,2026-27,Harrison Barnes,harrison barnes,F,40,False,79,225,1992-05-30,34,barneha02,exact
SAS,2026-27,Ja'Kobi Gillespie,jakobi gillespie,G,17,True,73,186,2004-03-10,22,,none
SAS,2026-27,Jayden Quaintance,jayden quaintance,F,22,False,82,255,2007-07-11,19,,none
SAS,2026-27,Jordan McLaughlin,jordan mclaughlin,G,0,False,71,185,1996-04-09,30,mclaujo01,exact
SAS,2026-27,Julian Champagnie,julian champagnie,F,30,False,79,217,2001-06-29,25,champju02,exact
SAS,2026-27,Keldon Johnson,keldon johnson,G/F,3,False,78,220,1999-10-11,27,johnske04,exact
SAS,2026-27,Luke Kornet,luke kornet,F/C,7,False,85,250,1995-07-15,31,kornelu01,exact
SAS,2026-27,Maliq Brown,maliq brown,F,15,True,81,225,2003-11-16,22,,none
SAS,2026-27,Stephon Castle,stephon castle,G,5,False,78,215,2004-11-01,21,castlst01,exact
SAS,2026-27,Tarris Reed Jr.,tarris reed,C,10,False,83,265,2003-08-05,23,,none
SAS,2026-27,Tobias Harris,tobias harris,F,23,False,80,226,1992-07-15,34,harrito02,exact
SAS,2026-27,Victor Wembanyama,victor wembanyama,F/C,1,False,88,235,2004-01-04,22,wembavi01,exact
TOR,2026-27,Alijah Martin,alijah martin,G,55,False,74,210,2001-12-06,24,martial01,exact
TOR,2026-27,Allen Graves,allen graves,F,22,False,81,225,2006-07-28,20,,none
TOR,2026-27,Andre Jackson Jr.,andre jackson,G,44,False,78,209,2001-11-13,24,jacksan01,exact
TOR,2026-27,Brandon Ingram,brandon ingram,F,3,False,80,190,1997-09-02,29,ingrabr01,exact
TOR,2026-27,Chucky Hepburn,chucky hepburn,G,24,True,72,190,2003-02-09,23,hepbuch01,exact
TOR,2026-27,Collin Murray-Boyles,collin murray boyles,F,30,False,79,245,2005-06-10,21,murraco01,exact
TOR,2026-27,Gradey Dick,gradey dick,G/F,1,False,78,200,2003-11-20,22,dickgr01,exact
TOR,2026-27,Immanuel Quickley,immanuel quickley,G,5,False,74,190,1999-06-17,27,quickim01,exact
TOR,2026-27,Ja'Kobe Walter,jakobe walter,G,14,False,76,180,2004-09-04,22,walteja01,exact
TOR,2026-27,Jaden Bradley,jaden bradley,G,8,True,75,200,2003-09-14,23,,none
TOR,2026-27,Jakob Pöltl,jakob poltl,C,19,False,84,253,1995-10-15,31,poeltja01,exact
TOR,2026-27,Jamal Shead,jamal shead,G,23,False,73,200,2002-07-24,24,sheadja01,exact
TOR,2026-27,Jamison Battle,jamison battle,F,77,False,79,220,2001-05-10,25,battlja01,exact
TOR,2026-27,Kyle Anderson,kyle anderson,G/F,13,False,80,230,1993-09-20,33,anderky01,exact
TOR,2026-27,Malachi Smith,malachi smith,G,18,False,76,205,1999-12-06,26,smithma02,exact
TOR,2026-27,Nate Bittle,nate bittle,C,12,False,84,215,2003-06-03,23,,none
TOR,2026-27,RJ Barrett,rj barrett,G/F,9,False,78,214,2000-06-14,26,barrerj01,exact
TOR,2026-27,Scottie Barnes,scottie barnes,G/F,4,False,80,237,2001-08-01,25,barnesc01,exact
TOR,2026-27,Trayce Jackson-Davis,trayce jackson davis,F,32,False,81,245,2000-02-22,26,jackstr02,exact
TOR,2026-27,Trey Jemison,trey jemison,C,50,True,82,270,1999-11-28,26,jemistr01,exact
UTA,2026-27,Ace Bailey,ace bailey,F,19,False,81,200,2006-08-13,20,baileac01,exact
UTA,2026-27,Blake Hinson,blake hinson,F,25,True,80,230,1999-12-26,26,hinsobl01,exact
UTA,2026-27,Brice Sensabaugh,brice sensabaugh,F,28,False,78,235,2003-10-30,22,sensabr01,exact
UTA,2026-27,Darryn Peterson,darryn peterson,G,22,False,78,205,2007-01-17,19,,none
UTA,2026-27,Harrison Ingram,harrison ingram,F,55,False,77,230,2002-11-27,23,ingraha01,exact
UTA,2026-27,Isaiah Collier,isaiah collier,G,8,False,76,210,2004-10-08,22,colliis01,exact
UTA,2026-27,Jaren Jackson Jr.,jaren jackson,F/C,20,False,82,242,1999-09-15,27,jacksja02,exact
UTA,2026-27,Jaxson Hayes,jaxson hayes,F/C,11,False,84,220,2000-05-23,26,hayesja02,exact
UTA,2026-27,Josh Green,josh green,G,5,False,78,200,2000-11-16,25,greenjo02,exact
UTA,2026-27,Josh Okogie,josh okogie,G,21,False,76,213,1998-09-01,28,okogijo01,exact
UTA,2026-27,Jusuf Nurkić,jusuf nurkic,C,30,False,83,290,1994-08-23,32,nurkiju01,exact
UTA,2026-27,Keyonte George,keyonte george,G,3,False,76,185,2003-11-08,22,georgke01,exact
UTA,2026-27,Kyle Filipowski,kyle filipowski,C,2,False,83,250,2003-10-07,23,filipky01,exact
UTA,2026-27,Lauri Markkanen,lauri markkanen,F/C,23,False,85,240,1997-05-22,29,markkla01,exact
UTA,2026-27,Mo Bamba,mo bamba,C,44,False,84,231,1998-05-12,28,bambamo01,exact
UTA,2026-27,Sviatoslav Mykhailiuk,sviatoslav mykhailiuk,G/F,10,False,79,205,1997-06-10,29,mykhasv01,exact
UTA,2026-27,Tamar Bates,tamar bates,G,0,True,76,195,2003-02-21,23,,none
UTA,2026-27,Trey Alexander,trey alexander,G,15,True,77,185,2003-05-02,23,alexatr01,exact
WAS,2026-27,AJ Dybantsa,aj dybantsa,F,4,False,81,210,2007-01-29,19,,none
WAS,2026-27,Alex Sarr,alex sarr,C,20,False,84,205,2005-04-26,21,sarral01,exact
WAS,2026-27,Anthony Davis,anthony davis,F/C,23,False,82,253,1993-03-11,33,davisan02,exact
WAS,2026-27,Bilal Coulibaly,bilal coulibaly,G,0,False,79,195,2004-07-26,22,coulibi01,exact
WAS,2026-27,Bub Carrington,bub carrington,G,7,False,76,190,2005-07-21,21,carrica01,exact
WAS,2026-27,Deandre Ayton,deandre ayton,C,8,False,84,252,1998-07-23,28,aytonde01,exact
WAS,2026-27,Felix Okpara,felix okpara,C,34,True,83,235,2004-04-20,22,,none
WAS,2026-27,Jamir Watkins,jamir watkins,F,5,True,78,210,2001-07-06,25,watkija01,exact
WAS,2026-27,Justin Champagnie,justin champagnie,G/F,9,False,78,206,2001-06-29,25,champju01,exact
WAS,2026-27,Khris Middleton,khris middleton,F,22,False,79,222,1991-08-12,35,middlkh01,exact
WAS,2026-27,Kyshawn George,kyshawn george,F,18,False,80,200,2003-12-12,22,georgky01,exact
WAS,2026-27,Trae Young,trae young,G,3,False,74,164,1998-09-19,28,youngtr01,exact
WAS,2026-27,Tre Johnson,tre johnson,G,12,False,77,190,2006-03-07,20,johnstr03,exact
WAS,2026-27,Tre Mann,tre mann,G,1,False,76,178,2001-02-03,25,manntr01,exact
WAS,2026-27,Tristan Vukčević,tristan vukcevic,C,0,False,84,220,2003-03-11,23,vukcetr01,exact
WAS,2026-27,Will Riley,will riley,F,27,False,81,180,2006-02-10,20,rileywi01,exact
